state,account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,clv
TX,121,No,No,0,86.1,100,,259.8,113,22.08,148.0,79,6.66,9.1,9,2.46,2,1062.9068983727389
NC,125,No,No,0,212.3,89,36.09,215.4,127,18.31,186.8,73,8.41,11.3,2,3.05,2,913.0129850602893
CT,124,No,No,0,151.0,98,25.67,120.6,119,10.25,152.8,81,6.88,9.2,2,2.48,2,763.5580923460014
LA,123,No,Yes,32,212.3,77,36.09,251.5,78,21.38,208.7,85,9.39,6.6,2,1.78,3,900.2027082311563
NV,124,No,No,0,234.4,61,39.85,179.3,111,15.24,285.5,117,12.85,10.4,6,2.81,3,1031.51957065429
WV,133,No,No,0,176.8,92,30.06,187.5,97,15.94,196.8,88,8.86,6.5,3,1.76,2,616.7982905311178
SC,1,No,Yes,26,146.6,68,24.92,172.8,67,14.69,173.8,113,7.82,10.0,2,2.7,1,726.6373551734348
KS,107,No,No,0,260.5,108,44.29,102.4,110,8.7,129.7,148,5.84,9.8,5,2.65,1,758.9729837566417
NY,91,No,Yes,20,146.1,98,24.84,277.4,104,23.58,137.7,100,6.2,6.2,3,1.67,1,1020.5976927612868
MA,123,No,No,0,209.4,49,35.6,237.4,117,20.18,239.2,98,10.76,9.8,11,2.65,1,1124.098291688124
HI,135,No,No,0,190.9,44,32.45,161.4,109,13.72,231.9,100,10.44,8.4,2,2.27,1,694.9934733446382
OR,134,No,Yes,50,208.8,130,,132.9,104,11.3,136.7,107,6.15,11.1,4,3.0,2,694.4030392168512
AZ,138,No,No,0,240.8,104,40.94,144.5,92,12.28,125.7,98,5.66,11.6,1,3.13,0,591.3046729511589
OR,159,No,No,0,114.8,98,19.52,192.6,101,16.37,259.0,108,11.66,12.2,5,3.29,0,695.550004141503
DE,103,No,Yes,34,138.8,80,23.6,142.0,108,12.07,183.8,77,8.27,11.8,7,3.19,1,943.5531797980564
MA,150,No,Yes,27,209.8,112,35.67,155.0,80,13.18,251.5,111,11.32,7.2,6,1.94,0,684.3924361494854
CT,37,No,No,0,134.9,98,,248.4,130,21.11,236.2,113,10.63,14.7,2,3.97,3,1025.779115256819
AR,33,No,No,0,164.0,99,27.88,153.1,102,13.01,123.8,104,5.57,6.4,4,1.73,0,833.1005475874806
SD,55,No,No,0,245.5,130,41.74,192.7,54,16.38,141.7,83,6.38,9.1,4,2.46,1,825.6103469238808
CT,107,No,No,0,90.7,90,15.42,207.5,109,17.64,169.4,96,7.62,5.6,5,1.51,2,1012.585980535676
AK,61,No,Yes,15,252.4,106,42.91,187.8,69,15.96,259.6,137,11.68,10.0,3,2.7,2,827.1448913966417
OH,136,Yes,No,0,183.4,103,31.18,141.9,113,12.06,200.4,122,9.02,10.4,9,2.81,2,777.3037730320247
MN,135,No,No,0,155.2,100,26.38,135.9,84,11.55,184.6,82,8.31,3.8,9,1.03,3,578.5057027801498
CA,87,No,Yes,19,165.8,122,28.19,186.9,89,15.89,249.7,78,11.24,0.0,0,0.0,1,718.3439150175748
SC,99,No,No,0,174.1,102,,99.1,118,8.42,211.6,126,9.52,7.7,2,2.08,2,519.2310297438113
WV,123,,No,0,175.7,78,29.87,184.6,96,15.69,156.9,92,7.06,9.1,2,2.46,2,697.4991300985138
NM,127,Yes,No,0,256.5,87,43.61,222.1,101,18.88,156.7,122,7.05,13.0,3,3.51,1,1144.789734914033
WY,151,No,No,0,170.2,89,28.93,187.5,83,15.94,119.5,100,5.38,4.3,3,1.16,0,680.5607058296571
CA,185,No,No,0,139.6,92,23.73,250.2,115,21.27,158.1,79,7.11,10.8,4,2.92,1,929.7625982151719
WY,58,No,No,0,210.1,126,35.72,248.9,108,21.16,158.6,88,7.14,14.4,2,3.89,4,1046.103059394974
MA,58,No,No,0,174.4,112,29.65,265.8,122,22.59,182.4,87,8.21,0.0,0,0.0,4,1221.7908751051787
UT,108,,No,0,210.6,117,35.8,164.2,103,13.96,201.4,68,9.06,9.4,5,2.54,0,780.0572620367799
MN,132,No,No,0,121.5,88,,253.0,124,21.51,195.7,120,8.81,10.7,4,2.89,1,914.6339887343894
NE,80,No,No,0,127.8,67,21.73,181.6,112,15.44,197.3,63,8.88,15.9,2,4.29,2,731.7108971931044
KY,110,No,No,0,99.4,62,,275.0,86,23.38,212.1,94,9.54,16.7,3,4.51,2,949.4236651089212
CO,125,No,Yes,23,120.5,104,20.49,227.8,115,19.36,158.5,100,7.13,10.2,3,2.75,1,632.6805253604167
DC,170,No,No,0,184.1,106,31.3,204.9,70,17.42,224.3,133,10.09,9.8,3,2.65,2,872.2311446227167
AK,71,No,No,0,185.0,84,31.45,232.5,129,19.76,191.1,82,8.6,14.9,4,4.02,3,1111.298279583317
SC,124,No,No,0,160.9,109,27.35,144.2,152,12.26,120.4,97,5.42,12.9,12,3.48,1,822.0523048995486
KS,68,No,No,0,207.6,68,35.29,251.6,123,21.39,191.6,100,8.62,10.9,6,2.94,2,1037.355876175044
UT,97,No,No,0,209.2,134,,0.0,0,0.0,175.4,94,7.89,11.8,6,3.19,1,417.77663237090377
IL,98,Yes,No,0,158.4,71,,306.6,66,26.06,144.2,93,6.49,2.1,4,0.57,1,872.6615936462706
DC,136,No,No,0,204.5,63,34.77,208.8,95,17.75,224.0,119,10.08,9.8,2,2.65,0,664.4748752920223
KY,96,No,Yes,40,108.6,90,18.46,206.4,154,17.54,126.3,118,5.68,13.4,4,3.62,0,262.4532368734266
HI,24,No,No,0,156.2,104,26.55,90.0,101,7.65,205.1,116,9.23,7.3,5,1.97,1,815.432510079256
SC,112,No,Yes,31,225.2,89,38.28,256.8,117,21.83,249.7,87,11.24,11.5,1,3.11,4,787.3041641240773
KS,137,No,Yes,19,175.3,96,,241.3,146,20.51,211.4,109,9.51,7.8,2,2.11,0,928.8312180818983
UT,95,No,No,0,157.9,103,26.84,259.6,90,22.07,230.0,117,10.35,14.0,2,3.78,0,1141.079961543632
KY,56,Yes,No,0,177.7,114,30.21,215.6,110,18.33,236.7,67,10.65,10.5,5,2.84,1,391.2677786335104
TX,53,No,No,0,119.7,113,20.35,189.7,84,16.12,256.2,108,11.53,12.9,7,3.48,2,816.3391505079147
WV,62,No,No,0,128.7,111,,169.5,104,14.41,193.6,97,8.71,10.3,5,2.78,1,689.8080785501328
MI,55,No,Yes,20,207.7,91,35.31,199.7,113,16.97,216.5,110,9.74,7.3,1,1.97,1,1042.345985508757
NY,125,No,No,0,233.3,65,39.66,209.8,93,17.83,210.6,109,9.48,9.1,4,2.46,1,757.5494379782573
SD,105,No,No,0,251.6,88,42.77,175.1,103,14.88,184.4,112,8.3,5.4,5,1.46,1,925.3852873080984
WV,177,No,No,0,227.8,81,38.73,161.8,97,13.75,217.0,106,9.76,8.0,5,2.16,1,820.3569004412834
ND,90,No,Yes,22,124.5,94,21.17,231.7,90,19.69,222.2,108,10.0,6.4,12,1.73,1,863.5918029310118
WV,80,No,No,0,151.5,89,25.76,131.7,78,11.19,235.3,131,10.59,11.8,4,3.19,0,566.380128350487
AR,122,Yes,No,0,146.3,117,24.87,218.7,93,18.59,236.0,97,10.62,11.5,5,3.11,1,957.4431596785428
MT,132,No,No,0,195.1,100,33.17,148.8,95,12.65,224.5,117,10.1,6.7,2,1.81,0,693.8888482306868
UT,83,No,No,0,208.9,71,35.51,214.8,92,18.26,247.9,108,11.16,13.0,5,3.51,1,1036.429622750891
NY,46,No,No,0,122.2,67,20.77,167.2,62,14.21,194.8,98,8.77,9.7,6,2.62,1,750.0660154057338
OH,87,No,No,0,153.3,106,26.06,224.5,117,19.08,273.4,152,12.3,8.9,5,2.4,2,914.5062600717893
KS,73,No,No,0,194.8,112,33.12,167.2,85,14.21,100.3,61,4.51,10.8,6,2.92,1,739.9292253364322
IN,7,No,No,0,206.7,87,,281.1,83,23.89,158.5,77,7.13,11.0,5,2.97,3,279.0822014670113
OR,89,No,Yes,12,188.0,105,31.96,151.3,107,12.86,201.9,132,9.09,10.5,3,2.84,2,667.8844608106014
VA,105,No,No,0,259.3,96,44.08,175.2,97,14.89,222.4,36,10.01,12.0,5,3.24,3,404.3461722162812
ID,47,No,Yes,28,172.9,109,,137.6,94,11.7,203.8,109,9.17,8.3,6,2.24,1,595.6335061442542
OR,161,No,No,0,196.6,73,,170.2,79,14.47,194.3,79,8.74,12.5,3,3.38,1,886.6123798461311
AZ,69,No,Yes,31,194.9,63,33.13,191.6,90,16.29,153.0,129,6.89,13.2,2,3.56,2,904.3037032507376
PA,87,No,Yes,30,262.8,114,44.68,215.8,130,18.34,154.8,88,6.97,7.8,2,2.11,0,542.5353492784092
CO,71,No,No,0,211.2,70,35.9,252.7,122,21.48,225.8,104,10.16,12.3,3,3.32,0,343.5104598190929
KY,76,No,No,0,204.0,69,34.68,225.1,110,19.13,240.3,85,10.81,9.6,5,2.59,1,1137.049579194495
NJ,87,No,No,0,223.2,109,37.94,127.5,86,10.84,289.3,83,13.02,14.5,4,3.92,3,625.9933351460728
IL,117,No,No,0,119.0,82,20.23,187.5,108,15.94,189.3,97,8.52,11.5,3,3.11,1,921.2230340988181
WV,95,No,No,0,134.4,104,22.85,152.4,95,12.95,236.5,80,10.64,9.4,3,2.54,1,631.2066815625094
OH,66,No,No,0,170.5,103,28.99,254.3,77,21.62,197.3,138,8.88,10.5,2,2.84,2,235.3173739537868
MO,110,No,No,0,178.5,124,30.35,146.9,141,12.49,217.1,102,9.77,9.9,7,2.67,1,776.9668206855588
VA,133,No,Yes,39,239.9,107,40.78,253.8,77,21.57,128.7,85,5.79,6.7,3,1.81,5,1147.8980659141569
NY,91,No,No,0,109.8,100,18.67,189.6,104,16.12,206.7,85,9.3,11.1,3,3.0,1,739.8787050293164
WV,131,No,No,0,196.1,89,,185.5,87,15.77,250.0,132,11.25,5.2,6,1.4,2,952.6933616650792
LA,153,No,No,0,166.8,127,28.36,143.5,121,12.2,210.7,130,9.48,11.8,4,3.19,0,797.356393067241
MA,132,No,Yes,25,113.2,96,19.24,269.9,107,22.94,229.1,87,10.31,7.1,7,1.92,2,1022.826127520114
AL,141,No,No,0,242.8,90,41.28,234.1,80,19.9,211.5,104,9.52,6.0,3,1.62,5,625.5159896956355
ME,105,No,No,0,156.5,102,,140.2,134,11.92,227.4,111,10.23,12.2,2,3.29,2,699.1819306858138
LA,123,No,Yes,33,146.6,87,24.92,114.8,59,9.76,220.4,99,9.92,2.9,7,0.78,0,687.9290989546506
OR,101,No,No,0,118.6,89,20.16,199.6,97,16.97,53.3,61,2.4,11.5,5,3.11,1,786.448852717186
NH,123,No,Yes,22,197.6,105,33.59,80.0,86,6.8,120.8,82,5.44,15.6,12,4.21,2,521.9276104107073
NE,78,No,Yes,32,210.3,116,35.75,192.2,83,16.34,246.1,92,11.07,10.8,4,2.92,6,982.8473715655067
WV,101,No,Yes,28,220.3,96,,285.8,72,24.29,203.0,111,9.14,9.4,6,2.54,4,1009.9898668733803
NV,129,No,No,0,150.0,98,25.5,232.4,101,19.75,261.2,123,11.75,12.5,6,3.38,1,1054.5030692508853
MA,67,,Yes,34,161.7,114,27.49,207.6,115,17.65,205.7,114,9.26,9.2,4,2.48,0,896.2823154689818
MI,37,No,No,0,191.4,116,,167.4,99,14.23,216.5,112,9.74,14.0,5,3.78,3,854.100558725183
WV,173,No,No,0,109.4,103,,101.3,111,8.61,167.3,106,7.53,7.8,7,2.11,1,563.5033246422265
KY,135,No,No,0,144.1,115,24.5,249.8,68,21.23,211.4,82,9.51,13.6,3,3.67,1,911.5639517044466
NJ,75,No,Yes,42,248.9,93,42.31,170.8,108,14.52,104.5,91,4.7,11.2,8,3.02,1,859.0271998183197
TX,112,No,No,0,214.8,112,36.52,209.7,104,17.82,164.4,97,7.4,9.4,5,2.54,3,598.4604375629025
MN,113,No,No,0,158.9,137,27.01,242.8,109,20.64,247.8,97,11.15,6.5,4,1.76,0,991.8330212834012
VA,121,No,Yes,28,110.0,94,18.7,141.5,76,12.03,237.3,87,10.68,6.4,3,1.73,2,891.6057864942841
MD,90,No,No,0,145.6,103,,197.1,137,16.75,294.5,83,13.25,10.5,4,2.84,0,966.3794238531196
RI,39,No,No,0,93.3,83,,199.6,114,16.97,206.2,104,9.28,6.5,4,1.76,0,782.4273654716133
NM,105,No,No,0,146.4,81,,225.1,80,19.13,230.1,117,10.35,8.5,2,2.3,1,1095.591375700391
MI,110,,No,0,18.9,92,,258.4,81,21.96,109.6,74,4.93,14.8,4,4.0,1,1137.407868393122
AL,95,No,No,0,190.2,119,32.33,157.1,70,13.35,181.5,120,8.17,14.0,6,3.78,0,703.5836408831508
MS,115,No,No,0,166.5,111,28.31,236.2,98,20.08,205.6,92,9.25,15.6,2,4.21,1,1084.815236544555
MS,103,No,No,0,129.3,103,21.98,202.8,89,17.24,233.0,126,10.49,12.9,2,3.48,2,615.7257867416779
CA,82,No,No,0,199.3,112,33.88,193.4,120,16.44,254.4,117,11.45,7.0,10,1.89,0,823.7240182485498
MD,141,No,No,0,185.1,126,31.47,233.0,98,19.81,152.2,106,6.85,9.1,7,2.46,0,1024.3207033475019
ND,149,No,No,0,175.4,80,29.82,197.4,127,16.78,188.2,102,8.47,9.7,2,2.62,2,799.4106265694783
SD,119,No,No,0,94.2,108,,264.1,100,22.45,203.7,79,9.17,7.3,3,1.97,1,947.4105899603467
AL,112,No,No,0,189.4,83,32.2,219.0,89,18.62,168.0,116,7.56,7.1,8,1.92,3,951.252575985509
NV,116,No,Yes,35,118.0,103,20.06,167.2,106,14.21,205.7,102,9.26,11.8,2,3.19,2,847.6973504929988
LA,94,No,No,0,212.1,98,36.06,189.4,89,16.1,352.2,95,15.85,8.4,5,2.27,3,883.3646600992636
VA,90,No,No,0,222.0,93,37.74,187.0,103,15.9,282.3,124,12.7,12.4,6,3.35,2,532.844804703911
DE,114,,Yes,31,222.8,98,,180.5,105,15.34,151.3,101,6.81,13.0,4,3.51,0,826.6343601019757
CT,63,,Yes,25,190.0,137,,116.6,76,9.91,141.5,110,6.37,12.2,2,3.29,1,866.7970173608228
MA,122,No,Yes,29,195.4,83,33.22,268.2,93,22.8,168.0,95,7.56,8.4,6,2.27,3,1048.505544968411
WA,62,No,No,0,100.0,98,17.0,173.5,95,14.75,218.0,122,9.81,10.1,4,2.73,0,867.7801571284181
SC,78,No,Yes,21,160.6,85,27.3,223.1,79,18.96,124.0,92,5.58,9.5,1,2.57,2,634.9631316763653
IN,148,No,Yes,26,158.7,91,26.98,160.5,127,13.64,218.3,88,9.82,9.9,3,2.67,1,827.2944622078046
NV,110,No,Yes,34,192.3,114,32.69,129.3,114,10.99,136.3,102,6.13,6.3,12,1.7,1,762.5145592910139
ND,84,No,Yes,38,193.0,106,,153.6,106,13.06,260.4,87,11.72,7.4,5,2.0,2,728.1995967993003
WV,113,No,No,0,72.5,88,12.33,204.0,112,17.34,117.9,118,5.31,6.6,3,1.78,1,663.694069941164
CO,181,No,Yes,40,105.2,61,,341.3,79,29.01,165.7,97,7.46,6.3,3,1.7,2,1048.565217238344
TX,51,,No,0,180.5,88,30.69,134.7,102,11.45,170.7,97,7.68,10.0,3,2.7,2,666.8364504033143
FL,102,No,Yes,29,214.7,86,36.5,314.3,109,26.72,280.2,110,12.61,14.3,2,3.86,0,1147.527039363103
AL,107,No,No,0,86.8,95,14.76,108.1,85,9.19,204.3,87,9.19,13.2,3,3.56,1,568.4917218251247
MI,82,No,No,0,135.4,102,23.02,237.1,122,20.15,118.3,91,5.32,17.5,4,4.73,0,878.0585386976418
NY,204,,No,0,174.3,85,29.63,254.1,95,21.6,176.4,96,7.94,5.9,3,1.59,6,738.386879789487
MO,174,No,No,0,235.5,108,40.04,142.3,143,12.1,316.7,131,14.25,12.5,5,3.38,0,793.3220850184277
AR,129,No,No,0,157.0,113,26.69,256.9,97,21.84,185.5,126,8.35,12.1,2,3.27,2,949.5330559537907
MS,190,Yes,No,0,111.9,55,,223.0,124,18.96,243.2,81,10.94,10.0,7,2.7,3,742.2041573579115
NY,54,Yes,No,0,236.3,91,40.17,152.8,130,12.99,160.3,98,7.21,11.2,8,3.02,3,771.7007679880468
SD,78,No,No,0,163.6,88,27.81,283.4,93,24.09,262.1,108,11.79,8.6,9,2.32,0,1066.716777600564
AK,100,No,Yes,29,213.6,127,36.31,175.9,82,14.95,207.2,100,9.32,8.9,3,2.4,1,733.5063144783898
WV,70,No,Yes,30,143.4,72,,170.0,92,14.45,127.9,68,5.76,9.4,4,2.54,3,849.1244984028807
VA,117,No,No,0,97.1,98,16.51,228.0,131,19.38,240.0,111,10.8,10.6,3,2.86,1,1183.182989472141
MS,68,No,No,0,94.1,93,16.0,147.6,80,12.55,213.5,85,9.61,10.1,2,2.73,0,810.1926878361189
MN,91,No,No,0,133.8,61,22.75,158.8,96,13.5,189.6,92,8.53,10.5,2,2.84,1,268.5397400104308
AL,181,No,Yes,27,190.3,93,,249.0,127,21.17,215.7,82,9.71,10.6,4,2.86,1,980.7625493203324
CO,118,No,Yes,36,294.9,106,50.13,165.7,115,14.08,189.2,63,8.51,9.8,5,2.65,3,881.8275865914026
ME,112,No,No,0,185.4,114,31.52,191.4,119,16.27,144.0,78,6.48,10.0,11,2.7,2,844.8925130664184
GA,93,No,No,0,179.5,121,,191.9,131,16.31,165.5,125,7.45,12.0,4,3.24,0,982.7245389017708
AZ,102,No,No,0,158.0,94,26.86,207.9,100,17.67,190.4,120,8.57,10.1,10,2.73,0,895.8538647902149
MA,93,No,No,0,173.0,131,29.41,190.4,108,16.18,290.0,66,13.05,10.4,2,2.81,0,187.53775878563647
DE,115,No,No,0,195.9,111,,227.0,108,19.3,313.2,113,14.09,13.2,1,3.56,2,833.8481186975183
WI,63,No,Yes,13,214.2,61,,181.2,88,15.4,174.0,68,7.83,10.3,2,2.78,0,753.6332583079817
DC,119,No,Yes,26,132.0,100,22.44,173.3,121,14.73,203.5,108,9.16,11.6,5,3.13,1,1017.720215404552
GA,73,,No,0,157.6,92,26.79,198.3,87,16.86,364.9,106,16.42,9.1,4,2.46,1,909.0738454216494
HI,98,No,Yes,30,110.3,71,18.75,182.4,108,15.5,183.8,88,8.27,11.0,8,2.97,2,871.7388434909874
VA,139,,No,0,161.5,121,,192.9,137,16.4,168.3,96,7.57,11.2,13,3.02,0,922.1829357529816
NY,31,No,Yes,28,171.8,116,29.21,240.7,125,20.46,245.5,80,11.05,10.6,7,2.86,1,988.75365709045
PA,129,No,Yes,32,211.0,99,35.87,155.1,89,13.18,234.8,96,10.57,11.4,5,3.08,1,971.8430707017473
WV,102,No,No,0,234.8,125,39.92,199.2,99,16.93,163.2,88,7.34,10.0,1,2.7,4,844.8301497354413
OK,149,No,No,0,187.6,83,31.89,201.4,81,17.12,264.2,79,11.89,8.8,1,2.38,1,732.9890203183458
ND,131,,Yes,33,177.1,100,,194.0,85,16.49,253.4,124,11.4,5.2,5,1.4,1,713.5028241598276
MO,83,No,No,0,117.9,101,20.04,160.4,92,13.63,235.3,150,10.59,11.4,10,3.08,0,726.9019366442824
AR,96,No,Yes,21,247.6,95,,256.3,150,21.79,158.6,72,7.14,10.8,6,2.92,2,1042.5996854111431
GA,98,No,No,0,169.9,77,28.88,138.3,155,11.76,142.6,105,6.42,8.5,7,2.3,1,722.0299025971667
TN,3,No,No,0,185.0,120,31.45,203.7,129,17.31,170.5,89,7.67,14.1,3,3.81,3,804.1301612543375
MA,77,No,Yes,17,204.9,84,34.83,201.0,102,17.09,219.7,97,9.89,11.3,5,3.05,0,767.7887969795337
ND,75,No,Yes,24,225.5,119,38.34,182.0,108,15.47,270.9,106,12.19,9.4,2,2.54,3,1126.905345846514
NY,115,,Yes,16,133.3,110,22.66,185.7,111,15.78,161.5,113,7.27,5.6,4,1.51,2,233.7689459533333
VT,107,No,No,0,189.7,76,32.25,156.1,65,13.27,244.0,91,10.98,8.3,3,2.24,5,198.89423504034008
CT,147,No,No,0,124.4,74,,320.9,78,27.28,157.2,126,7.07,10.4,4,2.81,2,1067.877950934245
MO,107,No,No,0,146.9,94,24.97,114.3,111,9.72,114.5,97,5.15,11.4,5,3.08,3,666.9006210627448
AK,58,No,No,0,131.9,96,22.42,167.6,107,14.25,205.9,106,9.27,14.7,5,3.97,3,737.7788817559853
LA,91,,No,0,147.2,121,,175.2,87,14.89,136.3,80,6.13,13.3,3,3.59,2,919.3693499077594
AL,13,No,No,0,143.1,139,24.33,239.6,88,20.37,221.7,123,9.98,7.1,5,1.92,2,1094.2047103473622
MA,93,No,Yes,31,237.2,85,40.32,213.1,100,18.11,192.7,87,8.67,10.7,4,2.89,1,882.9469945556226
DE,95,No,No,0,184.2,95,31.31,181.6,101,15.44,143.4,113,6.45,12.8,4,3.46,2,879.670203563382
SC,104,,No,0,109.1,141,18.55,187.1,140,15.9,216.6,100,9.75,10.0,4,2.7,3,1055.398439322367
LA,62,No,No,0,186.8,94,,207.6,92,17.65,195.0,98,8.78,8.8,4,2.38,3,797.7503176963394
MS,143,No,No,0,155.4,112,26.42,290.9,92,24.73,228.4,91,10.28,13.9,5,3.75,1,1000.702107456296
SC,41,No,No,0,207.2,138,35.22,214.1,83,18.2,193.0,105,8.69,11.9,4,3.21,1,927.3352921581427
AZ,94,No,No,0,220.8,111,37.54,156.2,67,13.28,187.9,89,8.46,10.5,4,2.84,2,669.6329540426001
CT,73,,Yes,47,173.7,117,29.53,204.0,114,17.34,174.6,94,7.86,6.3,3,1.7,2,895.9775333462476
RI,33,No,No,0,184.4,111,31.35,203.8,110,17.32,237.4,100,10.68,9.3,5,2.51,3,874.2667360026869
NV,148,No,No,0,216.2,95,36.75,185.7,105,15.78,300.0,143,13.5,10.0,5,2.7,2,986.7103382926705
UT,81,No,No,0,129.9,121,,230.1,105,19.56,140.5,123,6.32,13.3,3,3.59,0,785.7807162075563
NC,122,No,Yes,30,230.1,108,39.12,287.6,76,24.45,177.1,85,7.97,6.9,3,1.86,2,1095.955842346857
MI,52,No,No,0,204.4,97,34.75,273.2,128,23.22,179.6,118,8.08,11.0,5,2.97,1,919.4417191170844
WI,91,No,Yes,44,216.6,101,,173.1,98,14.71,242.1,95,10.89,9.1,3,2.46,1,778.5826635491243
NH,152,No,No,0,228.1,93,,136.4,106,11.59,197.3,107,8.88,9.0,2,2.43,1,733.9167743523285
CT,67,No,No,0,115.5,70,19.64,252.2,143,21.44,208.9,91,9.4,7.5,6,2.03,0,921.5024288381212
NH,100,No,No,0,218.8,125,37.2,148.3,102,12.61,277.8,97,12.5,9.7,6,2.62,1,746.4836940652391
WY,41,No,No,0,223.8,67,38.05,244.8,74,20.81,223.8,156,10.07,12.3,5,3.32,3,998.0702487186543
OR,133,No,No,0,143.8,71,,184.0,131,15.64,275.5,132,12.4,12.9,4,3.48,3,876.9956127843774
SC,36,No,Yes,43,29.9,123,5.08,129.1,117,10.97,325.9,105,14.67,8.6,6,2.32,2,771.1937793762899
NY,122,No,No,0,141.4,128,24.04,146.4,70,12.44,123.0,75,5.54,8.1,4,2.19,0,699.4404000154669
UT,110,No,No,0,192.6,102,32.74,178.9,118,15.21,214.6,74,9.66,9.4,4,2.54,1,833.6692724659301
AL,91,Yes,No,0,151.8,115,25.81,103.6,116,8.81,156.3,86,7.03,12.2,4,3.29,1,609.9038415257942
DE,121,No,No,0,215.6,74,36.65,192.9,98,16.4,144.0,103,6.48,10.1,4,2.73,5,95.8268609614238
WV,109,No,No,0,180.0,100,30.6,229.0,103,19.47,139.4,105,6.27,7.8,8,2.11,3,309.08865234053064
NC,72,No,No,0,196.5,88,33.41,158.6,129,13.48,269.3,118,12.12,6.8,3,1.84,0,710.2976327220558
AZ,108,No,No,0,193.3,126,32.86,154.7,85,13.15,174.8,98,7.87,9.4,6,2.54,3,669.9762711642376
ND,148,Yes,No,0,218.7,111,37.18,155.6,133,13.23,277.4,62,12.48,8.2,5,2.21,1,930.3327725591472
OK,35,,Yes,37,181.2,76,,177.6,98,15.1,228.0,136,10.26,5.0,3,1.35,2,862.8356642448683
ID,77,No,Yes,29,211.1,89,35.89,223.5,97,19.0,148.4,106,6.68,9.7,9,2.62,2,936.0222719782828
OR,124,No,No,0,169.3,108,28.78,178.6,91,15.18,242.3,82,10.9,12.2,3,3.29,1,759.0606828189655
SD,30,,No,0,247.4,107,42.06,175.9,76,14.95,287.4,90,12.93,11.3,2,3.05,0,907.2586093996199
DE,53,No,Yes,32,131.2,63,22.3,227.4,125,19.33,178.9,105,8.05,12.8,2,3.46,2,993.8768455586653
CT,100,Yes,No,0,107.2,98,18.22,86.8,122,7.38,156.2,117,7.03,9.7,4,2.62,1,600.4727336159689
MN,59,No,Yes,32,211.9,120,36.02,202.9,136,17.25,213.5,95,9.61,8.8,5,2.38,1,1137.752975251431
WA,143,,No,0,160.4,120,27.27,285.9,104,24.3,182.5,85,8.21,6.9,4,1.86,3,987.7010915491068
WA,143,No,No,0,133.4,107,22.68,223.9,117,19.03,180.4,85,8.12,10.2,13,2.75,1,854.4484952762703
TN,93,,No,0,168.4,114,28.63,276.0,127,23.46,196.2,48,8.83,11.4,3,3.08,1,1033.405219231699
ID,103,No,No,0,70.9,134,12.05,134.5,112,11.43,168.8,164,7.6,12.0,6,3.24,2,711.2925346589633
WV,144,No,Yes,38,105.0,86,17.85,121.8,123,10.35,221.5,122,9.97,3.7,4,1.0,0,711.748279178024
WI,93,No,No,0,152.1,141,25.86,215.5,107,18.32,262.4,111,11.81,12.0,7,3.24,1,921.7322460842933
OK,149,Yes,No,0,180.9,79,30.75,194.9,83,16.57,197.8,109,8.9,8.8,9,2.38,3,814.5569814692302
WV,23,No,Yes,31,156.6,84,,161.5,96,13.73,294.6,107,13.26,9.4,6,2.54,1,836.4720677694374
SD,221,,Yes,24,180.5,85,30.69,224.1,92,19.05,205.7,103,9.26,2.4,3,0.65,0,846.4507911335946
KS,164,No,Yes,30,238.8,100,40.6,230.0,121,19.55,206.3,66,9.28,13.2,8,3.56,1,958.0798802793953
NC,104,,Yes,18,182.1,66,,213.6,65,18.16,193.0,108,8.69,13.4,9,3.62,2,825.4431886741194
NY,150,,Yes,35,139.6,72,23.73,332.8,170,28.29,213.8,105,9.62,8.8,2,2.38,2,1125.789815469114
WI,184,No,Yes,12,200.3,76,34.05,253.6,105,21.56,149.3,93,6.72,10.2,5,2.75,0,1032.337092437704
UT,61,Yes,Yes,29,128.2,119,,171.7,83,14.59,250.9,114,11.29,11.7,6,3.16,3,907.7779217800585
AR,33,No,No,0,251.9,81,42.82,194.6,96,16.54,211.2,87,9.5,8.4,3,2.27,2,769.5337056684375
DE,75,No,Yes,28,200.6,96,34.1,164.1,111,13.95,169.6,153,7.63,2.5,5,0.68,1,725.5200453207558
AK,121,No,Yes,34,245.0,95,41.65,216.9,66,18.44,112.4,125,5.06,7.5,8,2.03,0,1030.975710252575
MI,142,Yes,No,0,140.8,140,23.94,228.6,119,19.43,152.9,88,6.88,10.9,7,2.94,1,980.9852260005763
SD,87,,Yes,33,125.0,99,21.25,235.3,81,20.0,215.3,95,9.69,10.2,7,2.75,2,1052.82596073102
SD,34,No,No,0,180.6,65,30.7,280.4,99,23.83,292.4,105,13.16,5.0,3,1.35,1,935.7102253677033
MA,58,No,Yes,30,178.1,111,30.28,236.7,109,20.12,264.0,118,11.88,8.4,2,2.27,0,770.1964172200908
OR,89,No,No,0,111.2,101,,122.1,94,10.38,180.8,85,8.14,12.6,2,3.4,3,582.9144394727177
NJ,93,No,No,0,146.3,85,,216.6,95,18.41,233.0,82,10.49,11.5,3,3.11,0,951.4756415001557
OH,160,,No,0,206.3,66,,241.1,109,20.49,227.8,102,10.25,11.7,6,3.16,0,1038.864334682272
